fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,596000000,1518000000,922000000,None,447000000,142000000,None,149000000,None,1198000000,1521000000,323000000,359000000,None,None,6000000,644000000,175000000,323000000,418000000,-418000000,967000000,973000000,469000000
2022-06-30,USD,357000000,1351000000,994000000,None,183000000,158000000,None,174000000,None,1167000000,1274000000,107000000,362000000,None,None,6000000,505000000,132000000,107000000,353000000,-65000000,612000000,618000000,373000000
2022-03-31,USD,894000000,1778000000,884000000,None,743000000,129000000,None,151000000,None,1082000000,1122000000,40000000,517000000,None,None,6000000,697000000,182000000,40000000,533000000,-236000000,737000000,743000000,515000000
2021-12-31,USD,722000000,1672000000,950000000,None,416000000,223000000,None,306000000,None,939000000,975000000,36000000,561000000,None,None,55000000,536000000,142000000,36000000,408000000,320000000,572000000,627000000,394000000
2021-09-30,USD,977000000,1877000000,900000000,None,765000000,129000000,None,212000000,None,852000000,884000000,32000000,672000000,None,None,5000000,536000000,149000000,32000000,475000000,310000000,568000000,573000000,387000000
2021-06-30,USD,1238000000,1926000000,688000000,None,1097000000,122000000,None,141000000,None,728000000,751000000,23000000,761000000,None,None,1900000,688000000,173000000,23000000,628000000,636000000,711000000,712900000,515000000
2021-03-31,USD,1170880000,1825560000,654680000,None,1062708000,106072000,None,108172000,None,660000000,679000000,19000000,744000000,None,None,2100000,723814000,187000000,19167000,561764000,-65000000,742814000,744914000,536814000
2020-12-31,USD,625330000,1251696000,626366000,None,600930000,7600000,None,24400000,None,591480000,607558000,16078000,621783000,None,None,45000000,541006000,148096000,16078000,438801000,395000000,557084000,602084000,392910000
2020-09-30,USD,1005487000,1444490000,439003000,None,896445000,105042000,None,109042000,None,528000000,543000000,15000000,547000000,None,None,4000000,608307000,162000000,15387000,474055000,452000000,623307000,627307000,446307000
2020-06-30,USD,369716000,915833000,546117000,None,266619000,100397000,None,103097000,None,513000000,524000000,11000000,369000000,None,None,2700000,321529000,88000000,10596000,247789000,256000000,332529000,335229000,233529000
2020-03-31,USD,-43320000,599745000,643065000,None,-119572000,74952000,None,76252000,None,524137000,567402000,43265000,301934000,None,None,1300000,184979000,49357000,43265000,133649000,643711000,228244000,229544000,135622000
2019-12-31,USD,351494000,829629000,478135000,None,351494000,111148000,None,158541000,None,533668000,588735000,55067000,313344000,None,None,33400000,356917000,94061000,55067000,274816000,211727000,411984000,445384000,262856000
2019-09-30,USD,363672000,791532000,427860000,None,275117000,88555000,None,88555000,None,520644000,583892000,63248000,294009000,None,None,2900000,372356000,105075000,63248000,281718000,322202000,435604000,438504000,267281000
2019-06-30,USD,447283000,854751000,407468000,None,374545000,72738000,None,72738000,None,529403000,585767000,56364000,333750000,None,None,2800000,437101000,119114000,56364000,336571000,414593000,493465000,496265000,317987000
2019-03-31,USD,384604000,778819000,394215000,None,312689000,68963000,None,71915000,None,512886000,551014000,38128000,280376000,None,None,2900000,396167000,107435000,38128000,291612000,327478000,434295000,437195000,288732000
2018-12-31,USD,366287000,687523000,321236000,42081000,366287000,101432000,None,139693000,None,514460000,542897000,28437000,186707000,None,None,14517000,371264000,105000000,28437000,274931000,320554000,399701000,414218000,266264000
2018-09-30,USD,359499000,686118000,326619000,37265000,303602000,55897000,None,55897000,None,493222000,513313000,20091000,210070000,None,None,14487000,370125000,95308000,20091000,281365000,253272000,390216000,404703000,274817000
2018-06-30,USD,295233000,630052000,334819000,43938000,47283000,247950000,None,247950000,None,466443000,481301000,14858000,192689000,None,None,14525000,315085000,77287000,14858000,247026000,222619000,329943000,344468000,237798000
2018-03-31,USD,254020000,547409000,293389000,40507000,40337000,213683000,None,213683000,None,419863000,432398000,12535000,155518000,None,None,14377000,268927000,73966000,12535000,208026000,124747000,281462000,295839000,194961000
2017-12-31,USD,237473000,523730000,286257000,33552000,237473000,243390000,None,278659000,None,393706000,405016000,11310000,152266000,None,None,16858000,252261000,135051000,11310000,124664000,100104000,263571000,280429000,117210000
